Title,URL,OriginURL,Comment
"Sao Kê Tháng 03/2023","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vRlbfNP-6MwxRO27BZcMkGbty7whKOqi3t8JZO_VSrkt80Yt_jEgQMjjHYb2b2HeEP_ovYb5wLeq81_/pub?gid=1281546171&single=true&output=csv","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vRlbfNP-6MwxRO27BZcMkGbty7whKOqi3t8JZO_VSrkt80Yt_jEgQMjjHYb2b2HeEP_ovYb5wLeq81_/pubhtml?gid=1281546171&single=true","Cột tham chiếu dư dữ liệu ngày - dữ liệu tổng hợp đầu sheet"
"Sao Kê Tháng 05/2023","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vRlbfNP-6MwxRO27BZcMkGbty7whKOqi3t8JZO_VSrkt80Yt_jEgQMjjHYb2b2HeEP_ovYb5wLeq81_/pub?gid=1886010939&single=true&output=csv","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vRlbfNP-6MwxRO27BZcMkGbty7whKOqi3t8JZO_VSrkt80Yt_jEgQMjjHYb2b2HeEP_ovYb5wLeq81_/pubhtml?gid=1886010939&single=true","Cột tham chiếu dư dữ liệu ngày - dữ liệu tổng hợp đầu sheet"
"Sao Kê Tháng 06/2023","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vRlbfNP-6MwxRO27BZcMkGbty7whKOqi3t8JZO_VSrkt80Yt_jEgQMjjHYb2b2HeEP_ovYb5wLeq81_/pub?gid=59793641&single=true&output=csv", "https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vRlbfNP-6MwxRO27BZcMkGbty7whKOqi3t8JZO_VSrkt80Yt_jEgQMjjHYb2b2HeEP_ovYb5wLeq81_/pubhtml?gid=59793641&single=true","Cột tham chiếu dư dữ liệu ngày - dữ liệu tổng hợp đầu sheet"
"Sao Kê Tháng 07/2023","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vRlbfNP-6MwxRO27BZcMkGbty7whKOqi3t8JZO_VSrkt80Yt_jEgQMjjHYb2b2HeEP_ovYb5wLeq81_/pub?gid=2050605634&single=true&output=csv","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vRlbfNP-6MwxRO27BZcMkGbty7whKOqi3t8JZO_VSrkt80Yt_jEgQMjjHYb2b2HeEP_ovYb5wLeq81_/pubhtml?gid=2050605634&single=true","Cột tham chiếu dư dữ liệu ngày - dữ liệu tổng hợp đầu sheet"
"Sao Kê Tháng 08/2023","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vRlbfNP-6MwxRO27BZcMkGbty7whKOqi3t8JZO_VSrkt80Yt_jEgQMjjHYb2b2HeEP_ovYb5wLeq81_/pub?gid=1447167668&single=true&output=csv","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vRlbfNP-6MwxRO27BZcMkGbty7whKOqi3t8JZO_VSrkt80Yt_jEgQMjjHYb2b2HeEP_ovYb5wLeq81_/pubhtml?gid=1447167668&single=true","Cột tham chiếu dư dữ liệu ngày - dữ liệu tổng hợp đầu sheet"
"Sao Kê Tháng 09/2023","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vRlbfNP-6MwxRO27BZcMkGbty7whKOqi3t8JZO_VSrkt80Yt_jEgQMjjHYb2b2HeEP_ovYb5wLeq81_/pub?gid=2000411197&single=true&output=csv","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vRlbfNP-6MwxRO27BZcMkGbty7whKOqi3t8JZO_VSrkt80Yt_jEgQMjjHYb2b2HeEP_ovYb5wLeq81_/pubhtml?gid=2000411197&single=true","Cột tham chiếu dư dữ liệu ngày - dữ liệu tổng hợp đầu sheet"
"Sao Kê Tháng 10/2023","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vRlbfNP-6MwxRO27BZcMkGbty7whKOqi3t8JZO_VSrkt80Yt_jEgQMjjHYb2b2HeEP_ovYb5wLeq81_/pub?gid=1282269093&single=true&output=csv","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vRlbfNP-6MwxRO27BZcMkGbty7whKOqi3t8JZO_VSrkt80Yt_jEgQMjjHYb2b2HeEP_ovYb5wLeq81_/pubhtml?gid=1282269093&single=true","Cột tham chiếu dư dữ liệu ngày - dữ liệu tổng hợp đầu sheet"
"Sao Kê Tháng 11/2023","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vRlbfNP-6MwxRO27BZcMkGbty7whKOqi3t8JZO_VSrkt80Yt_jEgQMjjHYb2b2HeEP_ovYb5wLeq81_/pub?gid=523837213&single=true&output=csv","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vRlbfNP-6MwxRO27BZcMkGbty7whKOqi3t8JZO_VSrkt80Yt_jEgQMjjHYb2b2HeEP_ovYb5wLeq81_/pubhtml?gid=523837213&single=true","Cột tham chiếu dư dữ liệu ngày - dữ liệu tổng hợp đầu sheet"
"Sao Kê Tháng 12/2023","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vRlbfNP-6MwxRO27BZcMkGbty7whKOqi3t8JZO_VSrkt80Yt_jEgQMjjHYb2b2HeEP_ovYb5wLeq81_/pub?gid=1228705484&single=true&output=csv","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vRlbfNP-6MwxRO27BZcMkGbty7whKOqi3t8JZO_VSrkt80Yt_jEgQMjjHYb2b2HeEP_ovYb5wLeq81_/pubhtml?gid=1228705484&single=true","Cột tham chiếu dư dữ liệu ngày - dữ liệu tổng hợp đầu sheet"
"Sao Kê Tháng 01/2024","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vTnOwvsP-YIc0iR5g-F_kc4kH7XGUwH9swLQHEa9tQ7SH4wWfLId9JAVga3DhMo6cYrrRQb10zMcI60/pub?gid=2079061669&single=true&output=csv","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vTnOwvsP-YIc0iR5g-F_kc4kH7XGUwH9swLQHEa9tQ7SH4wWfLId9JAVga3DhMo6cYrrRQb10zMcI60/pubhtml?gid=2079061669&single=true","Cột tham chiếu dư dữ liệu ngày - dữ liệu tổng hợp đầu sheet"
"Sao Kê Tháng 02/2024","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vTnOwvsP-YIc0iR5g-F_kc4kH7XGUwH9swLQHEa9tQ7SH4wWfLId9JAVga3DhMo6cYrrRQb10zMcI60/pub?gid=1324914520&single=true&output=csv","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vTnOwvsP-YIc0iR5g-F_kc4kH7XGUwH9swLQHEa9tQ7SH4wWfLId9JAVga3DhMo6cYrrRQb10zMcI60/pubhtml?gid=1324914520&single=true",""
"Sao Kê Tháng 04/2024","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vTnOwvsP-YIc0iR5g-F_kc4kH7XGUwH9swLQHEa9tQ7SH4wWfLId9JAVga3DhMo6cYrrRQb10zMcI60/pub?gid=623671994&single=true&output=csv","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vTnOwvsP-YIc0iR5g-F_kc4kH7XGUwH9swLQHEa9tQ7SH4wWfLId9JAVga3DhMo6cYrrRQb10zMcI60/pubhtml?gid=623671994&single=true",""
"Sao Kê Tháng 03/2024","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vTnOwvsP-YIc0iR5g-F_kc4kH7XGUwH9swLQHEa9tQ7SH4wWfLId9JAVga3DhMo6cYrrRQb10zMcI60/pub?gid=2007103659&single=true&output=csv","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vTnOwvsP-YIc0iR5g-F_kc4kH7XGUwH9swLQHEa9tQ7SH4wWfLId9JAVga3DhMo6cYrrRQb10zMcI60/pubhtml?gid=2007103659&single=true",""
"Sao Kê Tháng 05/2024","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vTnOwvsP-YIc0iR5g-F_kc4kH7XGUwH9swLQHEa9tQ7SH4wWfLId9JAVga3DhMo6cYrrRQb10zMcI60/pub?gid=1449770741&single=true&output=csv","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vTnOwvsP-YIc0iR5g-F_kc4kH7XGUwH9swLQHEa9tQ7SH4wWfLId9JAVga3DhMo6cYrrRQb10zMcI60/pubhtml?gid=1449770741&single=true",""
"Sao Kê Tháng 06/2024","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vTnOwvsP-YIc0iR5g-F_kc4kH7XGUwH9swLQHEa9tQ7SH4wWfLId9JAVga3DhMo6cYrrRQb10zMcI60/pub?gid=678007166&single=true&output=csv","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vTnOwvsP-YIc0iR5g-F_kc4kH7XGUwH9swLQHEa9tQ7SH4wWfLId9JAVga3DhMo6cYrrRQb10zMcI60/pubhtml?gid=678007166&single=true",""
"Sao Kê Tháng 07/2024","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vTnOwvsP-YIc0iR5g-F_kc4kH7XGUwH9swLQHEa9tQ7SH4wWfLId9JAVga3DhMo6cYrrRQb10zMcI60/pub?gid=1375490992&single=true&output=csv","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vTnOwvsP-YIc0iR5g-F_kc4kH7XGUwH9swLQHEa9tQ7SH4wWfLId9JAVga3DhMo6cYrrRQb10zMcI60/pubhtml?gid=1375490992&single=true", ""
"Sao Kê Tháng 08/2024","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vTnOwvsP-YIc0iR5g-F_kc4kH7XGUwH9swLQHEa9tQ7SH4wWfLId9JAVga3DhMo6cYrrRQb10zMcI60/pub?gid=215253075&single=true&output=csv","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vTnOwvsP-YIc0iR5g-F_kc4kH7XGUwH9swLQHEa9tQ7SH4wWfLId9JAVga3DhMo6cYrrRQb10zMcI60/pubhtml?gid=215253075&single=true", ""
"Sao Kê Tháng 09/2024","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vTnOwvsP-YIc0iR5g-F_kc4kH7XGUwH9swLQHEa9tQ7SH4wWfLId9JAVga3DhMo6cYrrRQb10zMcI60/pub?gid=1980531875&single=true&output=csv","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vTnOwvsP-YIc0iR5g-F_kc4kH7XGUwH9swLQHEa9tQ7SH4wWfLId9JAVga3DhMo6cYrrRQb10zMcI60/pubhtml?gid=1980531875&single=true", ""
"Sao Kê Tháng 10/2024","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vTnOwvsP-YIc0iR5g-F_kc4kH7XGUwH9swLQHEa9tQ7SH4wWfLId9JAVga3DhMo6cYrrRQb10zMcI60/pub?gid=10152024&single=true&output=csv","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vTnOwvsP-YIc0iR5g-F_kc4kH7XGUwH9swLQHEa9tQ7SH4wWfLId9JAVga3DhMo6cYrrRQb10zMcI60/pubhtml?gid=10152024&single=true", ""
"Sao Kê Tháng 11/2024","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vTnOwvsP-YIc0iR5g-F_kc4kH7XGUwH9swLQHEa9tQ7SH4wWfLId9JAVga3DhMo6cYrrRQb10zMcI60/pub?gid=1575380382&single=true&output=csv","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vTnOwvsP-YIc0iR5g-F_kc4kH7XGUwH9swLQHEa9tQ7SH4wWfLId9JAVga3DhMo6cYrrRQb10zMcI60/pubhtml?gid=1575380382&single=true", ""
"Sao Kê Tháng 12/2024","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vSMCKM1jja_rskSEFc3M748WzqBWmx1wUa6E_HRn5dhapmuVwEJGDYjgFjLICZz8A/pub?gid=1553842098&single=true&output=csv","https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vSMCKM1jja_rskSEFc3M748WzqBWmx1wUa6E_HRn5dhapmuVwEJGDYjgFjLICZz8A/pubhtml?gid=1553842098&single=true","File excel upload .xlsx"
"Sao Kê Tháng 01/2025","https://docs.google.com/spreadsheets/d/e/2PACX-1vRV9B3VCZ8SjGHsh671Hbj-AA8Wz7YMqHgbKyHttKIGVMOCfhomjFb2K7G-0DAo4Ey5Dq9UYTnuYu4a/pub?headers=false&gid=956504725&output=csv","https://docs.google.com/spreadsheets/d/e/2PACX-1vRV9B3VCZ8SjGHsh671Hbj-AA8Wz7YMqHgbKyHttKIGVMOCfhomjFb2K7G-0DAo4Ey5Dq9UYTnuYu4a/pubhtml/sheet?headers=false&gid=956504725","Cột tham chiếu dư dữ liệu ngày - dữ liệu tổng hợp đầu sheet"
"Sao Kê Tháng 02/2025","https://docs.google.com/spreadsheets/d/e/2PACX-1vRV9B3VCZ8SjGHsh671Hbj-AA8Wz7YMqHgbKyHttKIGVMOCfhomjFb2K7G-0DAo4Ey5Dq9UYTnuYu4a/pub?headers=false&gid=1854227330&output=csv","https://docs.google.com/spreadsheets/d/e/2PACX-1vRV9B3VCZ8SjGHsh671Hbj-AA8Wz7YMqHgbKyHttKIGVMOCfhomjFb2K7G-0DAo4Ey5Dq9UYTnuYu4a/pubhtml/sheet?headers=false&gid=1854227330","Cột tham chiếu dư dữ liệu ngày - dữ liệu tổng hợp đầu sheet"
"Sao Kê Tháng 04/2025","https://docs.google.com/spreadsheets/d/e/2PACX-1vRV9B3VCZ8SjGHsh671Hbj-AA8Wz7YMqHgbKyHttKIGVMOCfhomjFb2K7G-0DAo4Ey5Dq9UYTnuYu4a/pub?headers=false&gid=1638406705&output=csv","https://docs.google.com/spreadsheets/d/e/2PACX-1vRV9B3VCZ8SjGHsh671Hbj-AA8Wz7YMqHgbKyHttKIGVMOCfhomjFb2K7G-0DAo4Ey5Dq9UYTnuYu4a/pubhtml/sheet?headers=false&gid=1638406705","Cột tham chiếu dư dữ liệu ngày - dữ liệu tổng hợp đầu sheet"
"Sao Kê Tháng 03/2025","https://docs.google.com/spreadsheets/d/e/2PACX-1vRV9B3VCZ8SjGHsh671Hbj-AA8Wz7YMqHgbKyHttKIGVMOCfhomjFb2K7G-0DAo4Ey5Dq9UYTnuYu4a/pub?headers=false&gid=757135936&output=csv","https://docs.google.com/spreadsheets/d/e/2PACX-1vRV9B3VCZ8SjGHsh671Hbj-AA8Wz7YMqHgbKyHttKIGVMOCfhomjFb2K7G-0DAo4Ey5Dq9UYTnuYu4a/pubhtml/sheet?headers=false&gid=757135936","Cột tham chiếu dư dữ liệu ngày - dữ liệu tổng hợp đầu sheet"
"Sao Kê Tháng 05/2025","https://docs.google.com/spreadsheets/d/e/2PACX-1vRV9B3VCZ8SjGHsh671Hbj-AA8Wz7YMqHgbKyHttKIGVMOCfhomjFb2K7G-0DAo4Ey5Dq9UYTnuYu4a/pub?headers=false&gid=1897064961&output=csv","https://docs.google.com/spreadsheets/d/e/2PACX-1vRV9B3VCZ8SjGHsh671Hbj-AA8Wz7YMqHgbKyHttKIGVMOCfhomjFb2K7G-0DAo4Ey5Dq9UYTnuYu4a/pubhtml/sheet?headers=false&gid=1897064961","Cột tham chiếu dư dữ liệu ngày - dữ liệu tổng hợp đầu sheet"
"Sao Kê Tháng 06/2025","https://docs.google.com/spreadsheets/d/e/2PACX-1vRV9B3VCZ8SjGHsh671Hbj-AA8Wz7YMqHgbKyHttKIGVMOCfhomjFb2K7G-0DAo4Ey5Dq9UYTnuYu4a/pub?headers=false&gid=515253184&output=csv","https://docs.google.com/spreadsheets/d/e/2PACX-1vRV9B3VCZ8SjGHsh671Hbj-AA8Wz7YMqHgbKyHttKIGVMOCfhomjFb2K7G-0DAo4Ey5Dq9UYTnuYu4a/pubhtml/sheet?headers=false&gid=515253184","Cột tham chiếu dư dữ liệu ngày - dữ liệu tổng hợp đầu sheet"
"Sao Kê Tháng 07/2025","https://docs.google.com/spreadsheets/d/e/2PACX-1vRV9B3VCZ8SjGHsh671Hbj-AA8Wz7YMqHgbKyHttKIGVMOCfhomjFb2K7G-0DAo4Ey5Dq9UYTnuYu4a/pub?headers=false&gid=36287524&output=csv","https://docs.google.com/spreadsheets/d/e/2PACX-1vRV9B3VCZ8SjGHsh671Hbj-AA8Wz7YMqHgbKyHttKIGVMOCfhomjFb2K7G-0DAo4Ey5Dq9UYTnuYu4a/pubhtml/sheet?headers=false&gid=36287524","Cột tham chiếu dư dữ liệu ngày - dữ liệu tổng hợp đầu sheet"
"Sao Kê Tháng 08/2025","https://docs.google.com/spreadsheets/d/e/2PACX-1vRV9B3VCZ8SjGHsh671Hbj-AA8Wz7YMqHgbKyHttKIGVMOCfhomjFb2K7G-0DAo4Ey5Dq9UYTnuYu4a/pub?headers=false&gid=94798674&output=csv","https://docs.google.com/spreadsheets/d/e/2PACX-1vRV9B3VCZ8SjGHsh671Hbj-AA8Wz7YMqHgbKyHttKIGVMOCfhomjFb2K7G-0DAo4Ey5Dq9UYTnuYu4a/pubhtml/sheet?headers=false&gid=94798674","Cột tham chiếu dư dữ liệu ngày - dữ liệu tổng hợp đầu sheet"
"Sao Kê Tháng 09/2025","https://docs.google.com/spreadsheets/d/e/2PACX-1vT8siRsAp_QD9Ae2hIBJMULZvw7RmqxvxzytoxIyZB3SyFcaabEBXfU-51HFFgWcgztZ1HBeYqKkxR4/pub?headers=false&gid=1345421968&output=csv","https://docs.google.com/spreadsheets/d/e/2PACX-1vT8siRsAp_QD9Ae2hIBJMULZvw7RmqxvxzytoxIyZB3SyFcaabEBXfU-51HFFgWcgztZ1HBeYqKkxR4/pubhtml/sheet?headers=false&gid=1345421968","Cột tham chiếu dư dữ liệu ngày - dữ liệu tổng hợp đầu sheet"
"Sao Kê Tháng 10/2025","https://docs.google.com/spreadsheets/d/e/2PACX-1vRV9B3VCZ8SjGHsh671Hbj-AA8Wz7YMqHgbKyHttKIGVMOCfhomjFb2K7G-0DAo4Ey5Dq9UYTnuYu4a/pub?headers=false&gid=1496504521&output=csv","https://docs.google.com/spreadsheets/d/e/2PACX-1vRV9B3VCZ8SjGHsh671Hbj-AA8Wz7YMqHgbKyHttKIGVMOCfhomjFb2K7G-0DAo4Ey5Dq9UYTnuYu4a/pubhtml/sheet?headers=false&gid=1496504521","Cột tham chiếu dư dữ liệu ngày - dữ liệu tổng hợp đầu sheet"
"Sao Kê Tháng 11/2025","https://docs.google.com/spreadsheets/d/e/2PACX-1vRV9B3VCZ8SjGHsh671Hbj-AA8Wz7YMqHgbKyHttKIGVMOCfhomjFb2K7G-0DAo4Ey5Dq9UYTnuYu4a/pub?headers=false&gid=2138976967&output=csv","https://docs.google.com/spreadsheets/d/e/2PACX-1vRV9B3VCZ8SjGHsh671Hbj-AA8Wz7YMqHgbKyHttKIGVMOCfhomjFb2K7G-0DAo4Ey5Dq9UYTnuYu4a/pubhtml/sheet?headers=false&gid=2138976967","Cột tham chiếu dư dữ liệu ngày - dữ liệu tổng hợp đầu sheet"